[2024-05-10 13:48:41,287][train_prior.py][line:134][INFO] Epoch:00, 00160/64000, loss: 90.0324, time: 5.794, lr: [0.0002]
[2024-05-10 13:55:24,216][train_prior.py][line:134][INFO] Epoch:00, 19360/64000, loss: 13.2152, time: 3.371, lr: [0.0002]
[2024-05-10 13:55:27,557][train_prior.py][line:134][INFO] Epoch:00, 19520/64000, loss: 13.1877, time: 3.341, lr: [0.0002]
[2024-05-10 13:55:30,907][train_prior.py][line:134][INFO] Epoch:00, 19680/64000, loss: 13.1669, time: 3.350, lr: [0.0002]
[2024-05-10 13:55:34,249][train_prior.py][line:134][INFO] Epoch:00, 19840/64000, loss: 13.1344, time: 3.341, lr: [0.0002]
[2024-05-10 13:55:37,607][train_prior.py][line:134][INFO] Epoch:00, 20000/64000, loss: 13.1122, time: 3.359, lr: [0.0002]
[2024-05-10 13:55:41,030][train_prior.py][line:134][INFO] Epoch:00, 20160/64000, loss: 13.0773, time: 3.423, lr: [0.0002]
[2024-05-10 13:55:44,402][train_prior.py][line:134][INFO] Epoch:00, 20320/64000, loss: 13.0536, time: 3.372, lr: [0.0002]
[2024-05-10 13:55:47,735][train_prior.py][line:134][INFO] Epoch:00, 20480/64000, loss: 13.0260, time: 3.333, lr: [0.0002]
[2024-05-10 13:55:51,079][train_prior.py][line:134][INFO] Epoch:00, 20640/64000, loss: 12.9909, time: 3.344, lr: [0.0002]
[2024-05-10 13:55:54,473][train_prior.py][line:134][INFO] Epoch:00, 20800/64000, loss: 12.9604, time: 3.394, lr: [0.0002]
[2024-05-10 13:55:57,825][train_prior.py][line:134][INFO] Epoch:00, 20960/64000, loss: 12.9309, time: 3.352, lr: [0.0002]
[2024-05-10 13:56:01,171][train_prior.py][line:134][INFO] Epoch:00, 21120/64000, loss: 12.9050, time: 3.346, lr: [0.0002]
[2024-05-10 13:56:04,518][train_prior.py][line:134][INFO] Epoch:00, 21280/64000, loss: 12.8879, time: 3.347, lr: [0.0002]
[2024-05-10 13:56:07,869][train_prior.py][line:134][INFO] Epoch:00, 21440/64000, loss: 12.8604, time: 3.351, lr: [0.0002]
[2024-05-10 13:56:11,225][train_prior.py][line:134][INFO] Epoch:00, 21600/64000, loss: 12.8360, time: 3.357, lr: [0.0002]
[2024-05-10 13:56:14,593][train_prior.py][line:134][INFO] Epoch:00, 21760/64000, loss: 12.8127, time: 3.368, lr: [0.0002]
[2024-05-10 13:56:17,911][train_prior.py][line:134][INFO] Epoch:00, 21920/64000, loss: 12.7925, time: 3.318, lr: [0.0002]
[2024-05-10 13:56:21,247][train_prior.py][line:134][INFO] Epoch:00, 22080/64000, loss: 12.7702, time: 3.336, lr: [0.0002]
[2024-05-10 13:56:24,575][train_prior.py][line:134][INFO] Epoch:00, 22240/64000, loss: 12.7448, time: 3.328, lr: [0.0002]
[2024-05-10 13:56:27,947][train_prior.py][line:134][INFO] Epoch:00, 22400/64000, loss: 12.7210, time: 3.372, lr: [0.0002]
[2024-05-10 13:56:31,349][train_prior.py][line:134][INFO] Epoch:00, 22560/64000, loss: 12.6995, time: 3.402, lr: [0.0002]
[2024-05-10 13:56:34,766][train_prior.py][line:134][INFO] Epoch:00, 22720/64000, loss: 12.6785, time: 3.417, lr: [0.0002]
[2024-05-10 13:56:38,104][train_prior.py][line:134][INFO] Epoch:00, 22880/64000, loss: 12.6596, time: 3.339, lr: [0.0002]
[2024-05-10 13:56:41,452][train_prior.py][line:134][INFO] Epoch:00, 23040/64000, loss: 12.6375, time: 3.348, lr: [0.0002]
[2024-05-10 13:56:44,816][train_prior.py][line:134][INFO] Epoch:00, 23200/64000, loss: 12.6131, time: 3.363, lr: [0.0002]
[2024-05-10 13:56:48,203][train_prior.py][line:134][INFO] Epoch:00, 23360/64000, loss: 12.5897, time: 3.388, lr: [0.0002]
[2024-05-10 13:56:51,569][train_prior.py][line:134][INFO] Epoch:00, 23520/64000, loss: 12.5725, time: 3.366, lr: [0.0002]
[2024-05-10 13:56:54,966][train_prior.py][line:134][INFO] Epoch:00, 23680/64000, loss: 12.5538, time: 3.397, lr: [0.0002]
[2024-05-10 13:56:58,387][train_prior.py][line:134][INFO] Epoch:00, 23840/64000, loss: 12.5337, time: 3.421, lr: [0.0002]
[2024-05-10 13:57:01,828][train_prior.py][line:134][INFO] Epoch:00, 24000/64000, loss: 12.5094, time: 3.442, lr: [0.0002]
[2024-05-10 13:57:05,216][train_prior.py][line:134][INFO] Epoch:00, 24160/64000, loss: 12.4887, time: 3.387, lr: [0.0002]
[2024-05-10 13:57:08,691][train_prior.py][line:134][INFO] Epoch:00, 24320/64000, loss: 12.4651, time: 3.476, lr: [0.0002]
[2024-05-10 13:57:12,146][train_prior.py][line:134][INFO] Epoch:00, 24480/64000, loss: 12.4477, time: 3.455, lr: [0.0002]
[2024-05-10 13:57:15,489][train_prior.py][line:134][INFO] Epoch:00, 24640/64000, loss: 12.4312, time: 3.343, lr: [0.0002]
[2024-05-10 13:57:18,876][train_prior.py][line:134][INFO] Epoch:00, 24800/64000, loss: 12.4136, time: 3.387, lr: [0.0002]
[2024-05-10 13:57:22,240][train_prior.py][line:134][INFO] Epoch:00, 24960/64000, loss: 12.3985, time: 3.364, lr: [0.0002]
[2024-05-10 13:57:25,628][train_prior.py][line:134][INFO] Epoch:00, 25120/64000, loss: 12.3824, time: 3.387, lr: [0.0002]
[2024-05-10 13:57:28,976][train_prior.py][line:134][INFO] Epoch:00, 25280/64000, loss: 12.3571, time: 3.349, lr: [0.0002]
[2024-05-10 13:57:32,326][train_prior.py][line:134][INFO] Epoch:00, 25440/64000, loss: 12.3373, time: 3.350, lr: [0.0002]
[2024-05-10 13:57:35,681][train_prior.py][line:134][INFO] Epoch:00, 25600/64000, loss: 12.3164, time: 3.355, lr: [0.0002]
[2024-05-10 13:57:39,017][train_prior.py][line:134][INFO] Epoch:00, 25760/64000, loss: 12.2974, time: 3.336, lr: [0.0002]
[2024-05-10 13:57:42,410][train_prior.py][line:134][INFO] Epoch:00, 25920/64000, loss: 12.2786, time: 3.392, lr: [0.0002]
[2024-05-10 13:57:45,739][train_prior.py][line:134][INFO] Epoch:00, 26080/64000, loss: 12.2619, time: 3.329, lr: [0.0002]
[2024-05-10 13:57:49,071][train_prior.py][line:134][INFO] Epoch:00, 26240/64000, loss: 12.2446, time: 3.332, lr: [0.0002]
[2024-05-10 13:57:52,427][train_prior.py][line:134][INFO] Epoch:00, 26400/64000, loss: 12.2284, time: 3.355, lr: [0.0002]
[2024-05-10 13:57:55,764][train_prior.py][line:134][INFO] Epoch:00, 26560/64000, loss: 12.2111, time: 3.337, lr: [0.0002]
[2024-05-10 13:57:59,111][train_prior.py][line:134][INFO] Epoch:00, 26720/64000, loss: 12.1958, time: 3.347, lr: [0.0002]
[2024-05-10 13:58:02,495][train_prior.py][line:134][INFO] Epoch:00, 26880/64000, loss: 12.1755, time: 3.384, lr: [0.0002]
[2024-05-10 13:58:05,830][train_prior.py][line:134][INFO] Epoch:00, 27040/64000, loss: 12.1627, time: 3.335, lr: [0.0002]
[2024-05-10 13:58:09,184][train_prior.py][line:134][INFO] Epoch:00, 27200/64000, loss: 12.1502, time: 3.354, lr: [0.0002]
[2024-05-10 13:58:12,621][train_prior.py][line:134][INFO] Epoch:00, 27360/64000, loss: 12.1364, time: 3.437, lr: [0.0002]
[2024-05-10 13:58:15,944][train_prior.py][line:134][INFO] Epoch:00, 27520/64000, loss: 12.1205, time: 3.324, lr: [0.0002]
[2024-05-10 13:58:19,299][train_prior.py][line:134][INFO] Epoch:00, 27680/64000, loss: 12.1083, time: 3.355, lr: [0.0002]
[2024-05-10 13:58:22,623][train_prior.py][line:134][INFO] Epoch:00, 27840/64000, loss: 12.0891, time: 3.325, lr: [0.0002]
[2024-05-10 13:58:25,986][train_prior.py][line:134][INFO] Epoch:00, 28000/64000, loss: 12.0675, time: 3.362, lr: [0.0002]
[2024-05-10 13:58:29,325][train_prior.py][line:134][INFO] Epoch:00, 28160/64000, loss: 12.0507, time: 3.339, lr: [0.0002]
[2024-05-10 13:58:32,713][train_prior.py][line:134][INFO] Epoch:00, 28320/64000, loss: 12.0319, time: 3.388, lr: [0.0002]
[2024-05-10 13:58:36,144][train_prior.py][line:134][INFO] Epoch:00, 28480/64000, loss: 12.0132, time: 3.431, lr: [0.0002]
[2024-05-10 13:58:39,569][train_prior.py][line:134][INFO] Epoch:00, 28640/64000, loss: 12.0000, time: 3.425, lr: [0.0002]
[2024-05-10 13:58:42,948][train_prior.py][line:134][INFO] Epoch:00, 28800/64000, loss: 11.9848, time: 3.379, lr: [0.0002]
[2024-05-10 13:58:46,341][train_prior.py][line:134][INFO] Epoch:00, 28960/64000, loss: 11.9765, time: 3.393, lr: [0.0002]
[2024-05-10 13:58:49,700][train_prior.py][line:134][INFO] Epoch:00, 29120/64000, loss: 11.9604, time: 3.358, lr: [0.0002]
[2024-05-10 13:58:53,066][train_prior.py][line:134][INFO] Epoch:00, 29280/64000, loss: 11.9557, time: 3.366, lr: [0.0002]
[2024-05-10 13:58:56,434][train_prior.py][line:134][INFO] Epoch:00, 29440/64000, loss: 11.9402, time: 3.369, lr: [0.0002]
[2024-05-10 13:58:59,833][train_prior.py][line:134][INFO] Epoch:00, 29600/64000, loss: 11.9277, time: 3.399, lr: [0.0002]
[2024-05-10 13:59:03,184][train_prior.py][line:134][INFO] Epoch:00, 29760/64000, loss: 11.9100, time: 3.351, lr: [0.0002]
[2024-05-10 13:59:06,557][train_prior.py][line:134][INFO] Epoch:00, 29920/64000, loss: 11.8976, time: 3.373, lr: [0.0002]
[2024-05-10 13:59:09,924][train_prior.py][line:134][INFO] Epoch:00, 30080/64000, loss: 11.8862, time: 3.367, lr: [0.0002]
[2024-05-10 13:59:13,272][train_prior.py][line:134][INFO] Epoch:00, 30240/64000, loss: 11.8805, time: 3.347, lr: [0.0002]
[2024-05-10 13:59:16,610][train_prior.py][line:134][INFO] Epoch:00, 30400/64000, loss: 11.8655, time: 3.339, lr: [0.0002]
[2024-05-10 13:59:19,997][train_prior.py][line:134][INFO] Epoch:00, 30560/64000, loss: 11.8537, time: 3.387, lr: [0.0002]
[2024-05-10 13:59:23,378][train_prior.py][line:134][INFO] Epoch:00, 30720/64000, loss: 11.8392, time: 3.381, lr: [0.0002]
[2024-05-10 13:59:26,715][train_prior.py][line:134][INFO] Epoch:00, 30880/64000, loss: 11.8274, time: 3.337, lr: [0.0002]
[2024-05-10 13:59:30,042][train_prior.py][line:134][INFO] Epoch:00, 31040/64000, loss: 11.8148, time: 3.326, lr: [0.0002]
[2024-05-10 13:59:33,401][train_prior.py][line:134][INFO] Epoch:00, 31200/64000, loss: 11.8027, time: 3.359, lr: [0.0002]
[2024-05-10 13:59:36,757][train_prior.py][line:134][INFO] Epoch:00, 31360/64000, loss: 11.7870, time: 3.356, lr: [0.0002]
